Sl,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Flood?,Month_Sin,Month_Cos,Station_Barisal,Station_Bhola,Station_Bogra,Station_Chandpur,Station_Chittagong (City-Ambagan),Station_Chittagong (IAP-Patenga),Station_Comilla,Station_Cox's Bazar,Station_Dhaka,Station_Dinajpur,Station_Faridpur,Station_Feni,Station_Hatiya,Station_Ishurdi,Station_Jessore,Station_Khepupara,Station_Khulna,Station_Kutubdia,Station_Madaripur,Station_Maijdee Court,Station_Mongla,Station_Mymensingh,Station_Patuakhali,Station_Rajshahi,Station_Rangamati,Station_Rangpur,Station_Sandwip,Station_Satkhira,Station_Sitakunda,Station_Srimangal,Station_Sylhet,Station_Tangail,Station_Teknaf
367,1979,8,34.4,25.9,642.0,90.0,1.5,6.1,5.7,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1980,6,34.6,25.9,272.0,88.0,1.6,5.9,4.5,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,1980,7,33.4,26.2,526.0,91.0,1.5,6.1,4.0,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,1980,8,34.7,26.2,297.0,89.0,1.3,5.6,4.7,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1980,10,33.8,23.4,282.0,88.0,0.5,2.9,6.2,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1981,4,34.0,22.7,412.0,84.0,1.3,4.4,7.4,41950,536809.8,510151.9,22.7,90.36,4,1,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1981,5,33.9,24.1,280.0,84.0,1.1,5.2,6.6,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1981,6,35.0,25.8,433.0,85.0,1.1,5.6,4.3,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,1981,7,32.1,25.3,521.0,91.0,1.0,6.3,2.5,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1982,6,37.8,25.6,465.0,87.0,1.1,5.9,3.9,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,1982,8,32.1,25.3,593.0,89.0,1.7,6.3,4.3,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,1983,5,35.9,24.2,318.0,81.0,1.5,4.3,8.4,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,1983,6,34.8,25.8,292.0,86.0,1.3,5.6,5.1,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,1983,7,34.2,26.0,399.0,86.0,1.3,6.1,3.7,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,1983,8,33.5,25.9,575.0,89.0,1.3,6.2,3.7,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,1983,9,34.3,25.6,312.0,91.0,0.9,5.9,5.5,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,1984,5,34.8,25.2,283.0,85.0,2.0,5.9,7.0,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,1984,6,35.6,25.3,1025.0,90.0,1.3,7.2,3.7,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,1984,7,32.8,24.9,448.0,90.0,1.3,6.9,4.2,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,1984,8,35.2,25.6,431.0,90.0,1.1,7.1,3.5,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,1984,9,34.0,25.1,224.0,88.0,0.8,5.1,5.8,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,1985,5,35.0,24.2,226.0,88.0,1.7,5.1,7.9,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,1985,6,36.2,25.8,322.0,91.0,1.5,6.3,3.9,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,1985,7,34.5,25.3,291.0,93.0,1.5,6.8,3.3,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1985,8,35.0,25.9,308.0,90.0,1.5,6.7,5.2,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,1986,6,36.0,25.9,254.0,87.0,1.3,5.7,4.9,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1986,7,35.5,25.2,381.0,91.0,0.8,6.4,3.9,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,1986,8,35.2,26.0,252.0,87.0,0.8,5.9,5.0,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,1986,9,35.0,24.8,526.0,92.0,0.6,6.1,3.4,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,1986,11,33.5,19.3,274.0,88.0,0.2,2.7,7.3,41950,536809.8,510151.9,22.7,90.36,4,1,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,1987,6,39.6,26.6,275.0,85.0,1.5,5.7,5.1,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,1987,7,33.8,25.4,568.0,94.0,0.9,7.0,1.8,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1987,8,34.0,25.4,683.0,90.0,0.9,6.4,3.6,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,1987,9,34.0,26.0,302.0,89.0,0.6,6.0,4.0,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,1988,5,34.5,25.5,393.0,84.0,1.4,5.6,6.2,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,1988,6,34.6,25.4,565.0,88.0,1.2,6.0,3.8,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,1988,7,33.5,25.9,422.0,90.0,1.3,6.5,4.0,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,1988,8,32.4,26.2,459.0,91.0,1.3,7.1,2.8,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,1989,7,33.6,25.4,453.0,89.0,1.3,6.3,4.9,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,1989,9,33.0,25.1,413.0,90.0,0.6,5.7,4.9,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,1989,10,34.2,24.1,451.0,90.0,0.3,4.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,1990,5,35.0,24.3,352.0,85.0,0.7,5.3,6.6,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1990,6,39.4,25.4,386.0,89.0,1.4,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,1990,7,32.5,25.4,457.0,92.0,1.0,6.9,2.9,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,1990,8,34.0,25.6,299.0,87.0,1.0,5.6,6.0,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1991,6,34.4,25.1,562.0,90.0,1.3,6.6,3.0,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,1991,7,33.3,25.7,356.0,88.0,1.5,6.5,3.9,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,1991,8,35.5,25.3,369.0,89.0,1.2,6.7,4.2,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,1991,9,33.5,25.0,232.0,90.0,0.6,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,1991,10,33.5,23.7,497.0,89.0,0.5,4.5,5.5,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,1992,7,35.5,25.5,299.0,90.0,1.3,6.9,2.6,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,1992,8,34.3,25.3,326.0,91.0,1.2,6.1,4.6,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1993,5,34.5,23.8,352.0,87.0,1.6,5.2,6.9,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,1993,6,34.4,25.5,384.0,89.0,2.1,6.1,4.9,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1993,7,33.2,25.5,408.0,90.0,2.1,6.4,3.9,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,1993,8,33.8,25.7,556.0,91.0,1.5,6.6,3.5,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,1994,6,35.5,25.5,571.0,89.0,1.2,6.4,3.3,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,1994,7,33.2,25.7,202.0,88.0,1.3,6.4,4.2,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,1994,8,33.0,25.4,378.0,88.0,1.1,6.4,4.2,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,1995,6,34.6,25.6,657.0,88.0,1.1,6.0,3.2,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,1995,7,34.0,25.1,517.0,88.0,1.4,6.7,3.4,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,1995,8,34.7,25.5,342.0,87.0,1.2,6.0,5.3,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,1996,6,35.5,25.2,449.0,87.0,1.8,5.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,1996,7,35.0,25.7,307.0,88.0,1.6,5.9,3.3,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,1996,8,34.4,25.3,322.0,91.0,1.0,6.0,2.6,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,1996,10,35.4,23.0,270.0,86.0,0.5,3.1,7.6,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1997,5,35.6,24.2,235.0,84.0,1.6,5.3,7.1,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,1997,6,35.4,25.3,205.0,86.0,2.1,6.4,4.6,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1997,7,33.7,25.4,406.0,91.0,1.6,6.9,3.1,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,1997,9,34.0,24.6,378.0,91.0,0.7,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,1998,3,34.5,17.9,273.0,75.0,0.9,2.6,8.1,41950,536809.8,510151.9,22.7,90.36,4,1,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,1998,4,35.6,22.5,251.0,81.0,1.4,3.8,8.1,41950,536809.8,510151.9,22.7,90.36,4,1,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1998,6,35.5,25.8,208.0,86.0,2.3,5.7,3.1,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,1998,7,34.5,25.1,616.0,92.0,1.7,6.8,1.9,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,1998,8,34.5,25.2,516.0,91.0,1.1,6.3,2.8,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,1998,9,35.6,25.2,254.0,89.0,0.6,5.5,4.1,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,1998,11,33.5,20.9,270.0,85.0,0.3,2.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,1,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,1999,5,35.7,25.0,212.0,86.0,2.2,5.7,3.8,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,1999,6,36.7,25.4,260.0,88.0,1.9,6.6,3.1,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,1999,7,34.0,25.1,527.0,91.0,1.6,7.0,2.9,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,1999,8,34.0,25.4,404.0,91.0,1.4,7.1,2.6,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,1999,9,35.5,25.2,301.0,89.0,1.0,6.6,3.7,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,1999,10,34.0,24.1,228.0,89.0,0.6,5.3,4.9,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,2000,5,36.3,24.3,246.0,83.0,1.3,6.0,4.4,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,2000,6,34.8,25.0,282.0,90.0,1.6,6.7,2.7,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,2000,7,35.2,25.2,389.0,88.0,1.7,6.4,3.8,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,2000,8,34.5,25.7,203.0,87.0,1.5,6.6,3.6,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,2000,9,34.2,24.8,245.0,89.0,0.8,5.8,4.1,41950,536809.8,510151.9,22.7,90.36,4,1,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2001,5,35.6,23.7,282.0,87.0,1.3,5.3,5.0,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2001,6,34.5,25.0,641.0,94.0,1.6,7.3,1.9,41950,536809.8,510151.9,22.7,90.36,4,1,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2001,7,33.0,25.3,556.0,91.0,2.0,7.1,3.8,41950,536809.8,510151.9,22.7,90.36,4,1,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,2001,10,35.0,24.0,305.0,89.0,0.3,4.6,6.5,41950,536809.8,510151.9,22.7,90.36,4,1,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,2002,5,35.4,24.1,324.0,83.0,1.9,5.9,7.2,41950,536809.8,510151.9,22.7,90.36,4,1,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
